1,2,3,4,5,6,7,8,9,time,delta,,,
36,92,58,0,0,1,2,0,0,66.46210932,0,66.4525339,66.46210932,2674
49,14,54,0,0,1,3,0,0,39.96003996,0,39.94289793,39.96003996,1367
46,399,47,0,0,1,3,0,0,25.20336806,0,25.18201285,25.20336806,1069
38,147,12,0,0,2,3,0,0,73.82617383,0,73.81870093,73.82617383,1805
43,9,10,2,0,1,3,0,1,27.40117026,0,27.38044254,27.40117026,2854
57,7,164,6,1,1,3,1,0,40.05994006,0,40.04282655,40.05994006,1625
52,86,103,1,0,1,2,0,1,56.60054231,0,56.58815132,56.60054231,1503
41,4,0,0,0,2,3,0,0,42.32909947,0,42.31263383,42.32909947,1536
38,10,8,1,0,2,3,0,0,53.61781076,0,53.60456817,53.61781076,2168
53,22,15,1,0,1,3,0,1,53.90323962,0,53.89007852,53.90323962,1193
56,137,1258,1,1,2,3,0,0,54.48836877,0,54.47537473,54.48836877,1301
67,2,448,2,1,2,3,1,0,45.49735978,0,45.48179872,45.49735978,1400
42,363,100,2,0,2,3,0,1,35.29327815,0,35.27480371,35.29327815,2555
62,280,78,0,1,1,3,0,0,58.68417297,0,58.67237687,58.68417297,2100
72,214,134,0,1,1,2,0,0,29.05665763,0,29.03640257,29.05665763,1249
51,198,129,0,1,1,3,0,0,52.3333809,0,52.31977159,52.3333809,1377
42,96,143,8,0,1,3,0,1,22.07792208,0,22.05567452,22.07792208,1275
38,234,12,0,0,2,3,0,0,32.63878978,0,32.61955746,32.63878978,1391
47,0,12,11,1,2,3,0,1,54.6310832,0,54.61812991,54.6310832,1543
66,170,89,0,1,1,2,0,0,50.60653632,0,50.59243398,50.60653632,2646
49,568,83,0,0,1,2,0,0,33.55216212,0,33.53319058,33.55216212,1064
68,62,216,0,1,2,3,0,0,40.23119737,0,40.21413276,40.23119737,1474
62,0,440,0,1,1,2,0,0,45.79706008,0,45.78158458,45.79706008,1607
47,59,13,0,0,2,2,0,0,43.81332953,0,43.79728765,43.81332953,1775
42,224,14,0,0,1,2,0,0,50.22120736,0,50.206995,50.22120736,2156
45,1016,29,4,0,2,3,0,1,46.62480377,0,46.6095646,46.62480377,1345
56,69,64,0,1,1,3,0,0,37.20565149,0,37.18772305,37.20565149,2140
41,8,0,0,0,1,3,0,0,36.92022263,0,36.90221271,36.92022263,2421
66,4,48,4,1,2,3,1,0,45.72570287,0,45.710207,45.72570287,1482
45,138,10,3,0,1,3,0,1,65.07777936,0,65.06780871,65.07777936,1638
37,85,20,0,0,1,3,0,0,95.51876695,0,95.51748751,95.51876695,2150
56,0,0,1,1,2,3,1,0,43.12830027,0,43.11206281,43.12830027,1939
60,6,0,0,1,2,3,0,0,6.793206793,1,6.766595289,6.793206793,2855
64,4,5,0,1,1,3,0,0,62.99414871,0,62.98358315,62.99414871,1226
69,0,48,2,1,2,3,0,0,54.6310832,0,54.61812991,54.6310832,2667
30,0,6,0,0,1,3,0,0,25.97402597,0,25.95289079,25.97402597,2215
67,208,13,0,1,1,2,0,0,23.99029542,0,23.96859386,23.99029542,2149
71,393,545,0,1,1,3,0,0,40.71642643,0,40.69950036,40.71642643,2875
34,0,0,0,0,3,3,0,0,41.65834166,0,41.64168451,41.65834166,2551
47,32,45,0,0,2,3,0,0,78.20750678,0,78.2012848,78.20750678,1213
45,13,8,1,0,1,3,0,1,43.64207221,0,43.62598144,43.64207221,1909
57,55,203,0,1,1,3,0,0,28.18609961,0,28.165596,28.18609961,2717
61,5,127,0,1,1,3,0,0,53.2324818,0,53.21912919,53.2324818,1966
56,78,143,0,1,1,2,0,0,57.84215784,0,57.83012134,57.84215784,2498
60,14,2,0,1,1,3,0,0,33.96603397,0,33.94718059,33.96603397,1045
49,54,18,1,0,1,3,0,1,37.93349508,0,37.91577445,37.93349508,2740
28,8,0,0,0,2,3,0,0,35.96403596,0,35.94575303,35.96403596,2712
47,161,80,1,0,1,2,0,1,84.40131297,0,84.39685939,84.40131297,2390
46,86,23,1,0,1,2,0,1,37.44826602,0,37.43040685,37.44826602,1819
70,0,0,0,1,2,3,0,0,38.3759098,0,38.35831549,38.3759098,2892
56,0,0,1,1,2,3,0,1,61.33866134,0,61.32762313,61.33866134,1648
57,357,62,1,1,2,2,1,0,39.2750107,0,39.25767309,39.2750107,2669
78,0,0,0,1,2,3,0,0,40.61652633,0,40.59957173,40.61652633,1325
46,237,49,0,0,1,2,0,0,38.53289568,0,38.51534618,38.53289568,1669
71,201,201,4,1,2,3,0,0,43.01412873,0,42.99785867,43.01412873,2555
43,70,41,1,0,2,2,0,1,31.76823177,0,31.74875089,31.76823177,1995
39,37,119,1,0,2,2,0,0,20.62223491,0,20.59957173,20.62223491,2078
51,163,18,0,0,2,2,0,0,64.52119309,0,64.51106353,64.52119309,2494
42,383,29,0,0,1,2,0,0,45.85414585,0,45.83868665,45.85414585,1881
51,331,63,0,0,2,2,0,0,51.34865135,0,51.33476089,51.34865135,2610
54,27,517,0,1,1,3,0,0,40.38818325,0,40.37116345,40.38818325,2105
42,3,0,0,0,1,3,0,0,52.87569573,0,52.86224126,52.87569573,2750
50,471,105,0,0,1,3,0,0,22.16355073,0,22.14132762,22.16355073,2319
61,0,0,0,1,2,3,0,0,55.15912659,0,55.14632405,55.15912659,2665
49,308,11,0,0,1,2,0,0,48.73697731,0,48.72234118,48.73697731,1050
38,83,114,2,0,1,3,0,1,37.47680891,0,37.45895789,37.47680891,2236
46,1000,61,6,0,1,3,0,1,23.43370915,0,23.41184868,23.43370915,2601
71,11,79,0,1,2,2,0,0,36.87740831,0,36.85938615,36.87740831,1451
47,478,49,0,0,1,3,0,0,38.20465249,0,38.18700928,38.20465249,1290
54,36,54,0,1,1,3,0,0,54.61681176,0,54.60385439,54.61681176,2350
73,70,654,2,1,1,2,0,0,44.68388754,0,44.66809422,44.68388754,2034
63,96,1017,1,1,2,3,1,0,34.72242044,1,34.70378301,34.72242044,2068
76,15,133,0,1,1,3,0,0,65.69145141,0,65.68165596,65.69145141,1069
77,0,0,13,1,3,3,1,0,0.927643785,1,0.899357602,0.927643785,1388
40,82,50,2,0,1,3,0,1,46.15384615,0,46.13847252,46.15384615,2407
47,415,187,0,0,1,2,0,0,52.3333809,0,52.31977159,52.3333809,2164
51,38,79,0,0,1,2,0,0,33.93749108,0,33.91862955,33.93749108,1450
55,0,0,0,0,2,3,0,0,18.68131868,0,18.65810136,18.68131868,1925
49,116,153,0,0,2,2,0,0,51.27729413,0,51.2633833,51.27729413,1008
47,549,124,1,0,1,2,0,1,33.92321964,0,33.90435403,33.92321964,2645
53,0,0,0,0,2,3,0,0,41.572713,0,41.55603141,41.572713,1536
35,5,0,0,0,3,3,0,0,13.70058513,0,13.67594575,13.70058513,1498
44,201,147,1,0,1,3,0,1,46.82460397,0,46.80942184,46.82460397,1634
49,65,87,0,0,1,2,0,0,43.15684316,0,43.14061385,43.15684316,2129
43,5004,486,1,0,1,2,0,1,45.8684173,0,45.85296217,45.8684173,1792
56,905,108,4,1,1,2,1,0,35.26473526,0,35.24625268,35.26473526,2144
56,69,117,3,1,2,2,0,0,61.13886114,0,61.12776588,61.13886114,2595
38,6,4,2,0,2,3,0,1,45.51163123,0,45.49607423,45.51163123,1039
57,7,6,0,1,1,3,0,0,57.10004281,0,57.08779443,57.10004281,2687
48,168,106,11,0,1,3,0,1,8.33452262,0,8.308351178,8.33452262,2947
47,58,20,0,0,2,3,0,0,49.37919224,0,49.36473947,49.37919224,2409
42,12,7,1,0,1,2,0,1,44.22720137,0,44.21127766,44.22720137,2787
46,0,14,5,0,2,3,0,1,83.81618382,0,83.81156317,83.81618382,1101
65,10,426,2,1,2,3,1,0,39.81732553,0,39.80014276,39.81732553,2947
48,312,271,0,0,2,3,0,0,56.97159983,0,56.95931478,56.97159983,1676
60,0,0,0,1,2,3,0,0,55.6300842,0,55.61741613,55.6300842,2534
80,1,11,2,1,3,3,0,0,13.60068503,1,13.57601713,13.60068503,1097
65,0,1074,12,1,2,3,0,0,62.87997717,0,62.86937901,62.87997717,1849
79,203,373,0,1,2,2,0,0,42.20065649,0,42.18415418,42.20065649,1174
46,984,110,2,0,2,2,0,1,56.50064221,0,56.4882227,56.50064221,2864
51,483,116,0,0,2,3,0,0,58.8268874,0,58.81513205,58.8268874,1737
57,151,49,0,1,1,3,0,0,25.67432567,0,25.65310493,25.67432567,1963
42,371,66,0,0,1,2,0,0,41.33009847,0,41.31334761,41.33009847,2966
79,478,133,7,1,3,3,1,0,17.81076067,0,17.78729479,17.81076067,1694
37,3,3,2,0,2,3,0,1,56.2294848,0,56.21698787,56.2294848,1562
37,0,3,0,0,1,3,0,0,55.41601256,0,55.40328337,55.41601256,2525
54,498,73,2,0,2,3,0,1,31.26873127,0,31.24910778,31.26873127,2320
59,217,952,2,1,2,2,0,0,59.64035964,0,59.62883655,59.64035964,2912
79,189,40,0,1,1,2,0,0,22.23490795,0,22.21270521,22.23490795,2107
80,133,446,0,1,1,3,0,0,41.1731126,0,41.15631692,41.1731126,1492
50,0,14,1,1,1,3,0,1,27.15855573,0,27.13775874,27.15855573,1375
46,630,45,1,0,1,2,0,1,48.65134865,0,48.63668808,48.65134865,2446
69,0,57,0,1,2,3,0,0,46.91023262,0,46.89507495,46.91023262,1895
74,232,279,0,1,2,3,0,0,59.64035964,0,59.62883655,59.64035964,2769
61,19,321,1,1,2,3,1,0,40.93049807,0,40.91363312,40.93049807,1152
47,40,103,0,0,1,2,0,0,53.1325817,0,53.11920057,53.1325817,2212
53,356,56,0,0,1,3,0,0,46.567718,0,46.55246253,46.567718,1469
57,0,43,11,1,2,3,0,0,55.5301841,0,55.51748751,55.5301841,2157
44,47,45,0,0,2,3,0,0,37.64806622,0,37.6302641,37.64806622,1896
61,496,673,1,1,1,3,1,0,29.74168688,0,29.72162741,29.74168688,1082
43,301,34,0,0,1,2,0,0,44.84087341,0,44.82512491,44.84087341,2387
38,71,93,0,0,1,2,0,0,80.97616669,0,80.97073519,80.97616669,2558
43,0,0,0,0,1,3,0,0,36.97730841,0,36.95931478,36.97730841,2022
63,28,76,13,1,2,3,1,0,24.73241045,0,24.71092077,24.73241045,2786
43,111,25,0,0,1,2,0,0,25.0178393,0,24.99643112,25.0178393,1598
57,0,90,1,1,1,3,0,1,38.83259598,0,38.81513205,38.83259598,1116
63,230,195,2,1,1,2,0,0,50.29256458,0,50.27837259,50.29256458,2338
37,17,6,0,0,1,3,0,0,42.20065649,0,42.18415418,42.20065649,2838
52,0,4,0,1,2,3,0,0,36.14956472,0,36.13133476,36.14956472,1211
48,61,26,3,0,1,2,0,1,38.04766662,0,38.02997859,38.04766662,2380
51,79,14,1,0,1,3,0,1,45.79706008,0,45.78158458,45.79706008,2108
45,238,41,4,0,1,2,0,0,35.97830741,0,35.96002855,35.97830741,1095
73,377,251,0,1,2,3,0,0,45.69715998,0,45.68165596,45.69715998,1069
43,693,33,0,0,1,3,0,0,28.32881404,0,28.30835118,28.32881404,1203
65,3,0,0,1,3,3,0,0,78.19323534,0,78.18700928,78.19323534,1257
63,125,52,1,1,2,3,1,0,29.72741544,0,29.70735189,29.72741544,1121
75,21,15,0,1,3,3,0,0,46.91023262,0,46.89507495,46.91023262,1264
64,514,373,0,1,1,3,0,0,48.76552019,0,48.75089222,48.76552019,1925
73,0,0,4,1,2,3,1,0,57.29984301,0,57.28765168,57.29984301,2505
41,4,5,0,0,1,3,0,0,45.3689168,0,45.35331906,45.3689168,2699
51,896,98,12,0,2,2,0,1,68.20322535,0,68.19414704,68.20322535,2418
64,5,702,1,1,1,3,1,0,46.01113173,0,45.99571734,46.01113173,2157
42,589,4,0,0,1,2,0,0,52.34765235,0,52.33404711,52.34765235,2186
57,31,23,0,1,1,2,0,0,63.75053518,0,63.74018558,63.75053518,2325
53,4,38,12,0,2,3,0,0,52.13358071,0,52.11991435,52.13358071,2197
47,528,61,2,0,3,3,0,1,42.88568574,0,42.86937901,42.88568574,1209
55,0,4,0,1,1,3,0,0,35.69287855,0,35.6745182,35.69287855,2929
51,34,581,0,1,1,3,0,0,40.6736121,0,40.6566738,40.6736121,2412
50,0,0,0,0,2,3,0,0,29.5133438,0,29.49321913,29.5133438,1053
46,23,16,6,0,2,3,0,1,64.12159269,0,64.11134904,64.12159269,2810
61,24,536,0,1,2,3,0,0,49.16512059,0,49.15060671,49.16512059,2739
56,1,6,0,1,1,3,0,0,34.77950621,0,34.76088508,34.77950621,2898
30,5,4,0,0,1,3,0,0,35.92122164,0,35.90292648,35.92122164,1301
70,625,285,0,1,1,2,0,0,39.68888255,0,39.6716631,39.68888255,2293
49,0,129,0,1,1,3,0,0,81.91808192,0,81.91291934,81.91808192,1370
30,67,13,1,0,2,3,0,1,46.41073213,0,46.39543183,46.41073213,2424
67,823,921,2,1,1,3,0,0,50.37819324,0,50.3640257,50.37819324,2378
67,557,439,1,1,1,3,1,0,12.5588697,0,12.53390435,12.5588697,2191
43,258,91,0,0,1,2,0,0,40.14556872,0,40.12847966,40.14556872,2549
57,0,0,1,1,3,3,0,0,39.1751106,0,39.15774447,39.1751106,1578
55,717,1131,0,1,1,3,0,0,36.87740831,0,36.85938615,36.87740831,2919
49,0,0,0,1,2,2,0,0,100,0,100,100,2373
38,0,0,0,0,2,3,0,0,45.8684173,0,45.85296217,45.8684173,1849
33,40,609,0,0,1,3,0,0,50.94905095,0,50.9350464,50.94905095,1561
57,14,8,0,1,3,3,0,0,73.15541601,0,73.14775161,73.15541601,1628
41,68,279,2,0,2,3,0,1,69.07378336,0,69.0649536,69.07378336,2710
40,321,33,0,0,1,3,0,0,26.1167404,0,26.09564597,26.1167404,1028
66,0,191,2,1,2,3,1,0,41.94377052,0,41.92719486,41.94377052,2769
71,0,0,0,1,2,2,0,0,37.66233766,0,37.64453961,37.66233766,2970
60,32,64,0,1,1,3,0,0,45.73997431,0,45.72448251,45.73997431,2465
38,8,3,0,0,2,3,0,0,38.60425289,0,38.58672377,38.60425289,2628
48,6,0,2,0,2,3,0,1,34.85086342,0,34.83226267,34.85086342,1257
45,0,26,0,0,2,3,0,0,48.66562009,0,48.6509636,48.66562009,1976
64,13,39,6,1,1,3,1,0,33.45226202,0,33.43326196,33.45226202,1323
42,165,20,0,0,1,3,0,0,55.41601256,0,55.40328337,55.41601256,2928
52,0,0,0,0,2,2,0,0,73.5835593,0,73.57601713,73.5835593,1676
46,38,114,0,0,1,2,0,0,46.42500357,0,46.40970735,46.42500357,2442
44,4,1008,1,0,1,3,0,1,43.82760097,0,43.81156317,43.82760097,1856
47,491,48,0,1,1,3,0,0,55.11631226,0,55.1034975,55.11631226,1549
62,14,24,1,1,1,3,1,0,51.20593692,0,51.19200571,51.20593692,1379
71,0,0,1,1,2,3,0,0,40.44526902,0,40.42826552,40.44526902,1483
47,24,61,0,0,1,2,0,0,41.78678464,0,41.77016417,41.78678464,2161
56,325,245,0,1,1,2,0,0,45.28328814,0,45.26766595,45.28328814,2442
69,3,1,0,1,1,3,0,0,42.51462823,0,42.49821556,42.51462823,2600
48,283,40,1,0,3,2,0,1,56.81461396,0,56.80228408,56.81461396,2273
62,0,722,0,1,1,3,0,0,48.85114885,0,48.83654532,48.85114885,2285
58,0,245,0,1,1,2,0,0,39.64606822,0,39.62883655,39.64606822,1137
28,0,0,0,0,1,2,0,0,47.53817611,0,47.52319772,47.53817611,1486
71,161,978,0,1,2,3,0,0,73.0840588,0,73.07637402,73.0840588,1949
45,714,172,0,0,1,3,0,0,38.91822463,0,38.90078515,38.91822463,2562
48,47,1,1,0,1,3,0,1,33.05266162,0,33.03354747,33.05266162,1151
79,262,218,1,1,1,2,0,0,30.46953047,1,30.4496788,30.46953047,1882
78,8,509,0,1,2,3,0,0,24.06165263,0,24.03997145,24.06165263,2933
54,65,15,0,0,2,2,0,0,87.0415299,0,87.03783012,87.0415299,1365
49,225,46,0,0,2,3,0,0,48.05194805,0,48.03711635,48.05194805,1149
51,0,2,1,0,3,3,0,0,28.94248609,0,28.92219843,28.94248609,2511
45,0,4,7,0,2,3,0,1,55.24475524,0,55.23197716,55.24475524,2977
40,337,393,1,0,2,3,0,1,56.71471386,0,56.70235546,56.71471386,1701
40,514,121,2,0,2,3,0,1,51.43428001,0,51.42041399,51.43428001,1729
61,211,331,15,1,3,3,0,0,42.74297131,0,42.72662384,42.74297131,2946
42,196,85,1,0,2,3,0,1,60.8248894,0,60.8137045,60.8248894,1963
59,0,12,0,1,1,3,0,0,63.22249179,0,63.21199143,63.22249179,1999
71,56,94,0,1,1,2,0,0,69.91579849,0,69.90720914,69.91579849,2088
49,0,0,0,1,1,2,0,0,72.65591551,0,72.64810849,72.65591551,2531
59,555,439,0,1,1,3,0,0,65.64863708,0,65.63882941,65.64863708,1878
57,4,17,0,1,1,2,0,0,29.18510061,0,29.16488223,29.18510061,2033
45,94,10,4,0,2,3,1,1,63.79334951,0,63.78301213,63.79334951,1699
62,8,296,0,0,2,3,0,0,55.05922649,0,55.04639543,55.05922649,2806
51,200,124,4,0,2,2,1,0,33.99457685,0,33.97573162,33.99457685,2674
67,132,498,0,1,2,3,0,0,54.31711146,0,54.30406852,54.31711146,1200
62,8,33,0,1,1,2,0,0,44.35564436,0,44.33975732,44.35564436,1790
77,94,31,3,1,3,3,1,0,1.284429856,0,1.256245539,1.284429856,1615
39,0,4,1,0,2,3,0,1,40.74496932,0,40.72805139,40.74496932,1824
65,23,390,0,1,2,3,0,0,79.00670758,0,79.00071378,79.00670758,1800
32,155,168,1,0,1,2,0,1,36.90595119,0,36.88793719,36.90595119,2393
63,0,43,0,1,1,3,0,0,61.58127587,0,61.57030692,61.58127587,1094
68,6,8,1,1,2,3,0,0,62.99414871,0,62.98358315,62.99414871,2956
32,12,0,0,0,2,3,0,0,29.22791494,0,29.20770878,29.22791494,1904
61,5,68,0,1,1,3,0,0,51.43428001,0,51.42041399,51.43428001,1809
53,8,9,0,1,1,3,0,0,51.80533752,0,51.79157744,51.80533752,2549
35,49,260,4,0,2,2,0,1,44.0702155,0,44.05424697,44.0702155,1294
47,53,21,5,0,3,3,0,1,63.33666334,0,63.32619557,63.33666334,1018
31,11,17,0,0,1,3,0,0,43.62780077,0,43.61170592,43.62780077,1169
48,106,123,0,0,1,2,0,0,57.51391466,0,57.50178444,57.51391466,1772
44,709,107,0,0,1,2,0,0,56.57199943,0,56.55960029,56.57199943,1392
53,335,311,0,1,2,2,0,0,41.13029827,0,41.11349036,41.13029827,1032
48,3,126,2,0,2,3,0,1,61.59554731,0,61.58458244,61.59554731,2086
39,2,6,0,0,1,3,0,0,36.37790781,0,36.35974304,36.37790781,2021
56,31,58,2,1,1,3,1,0,28.97102897,0,28.95074946,28.97102897,1637
56,0,0,0,1,1,2,0,0,35.87840731,0,35.86009993,35.87840731,2365
42,0,0,0,0,2,2,0,0,57.2284858,0,57.21627409,57.2284858,2697
51,1326,162,0,0,1,2,0,0,40.44526902,0,40.42826552,40.44526902,1540
59,115,52,3,1,1,3,0,0,58.85543028,0,58.84368308,58.85543028,2131
54,203,24,0,0,1,3,0,0,54.67389753,0,54.66095646,54.67389753,2682
62,140,133,0,1,2,3,0,0,20.93620665,0,20.91363312,20.93620665,2111
67,111,104,8,1,1,3,1,0,55.71571286,0,55.70306924,55.71571286,2026
49,28,4,0,0,2,3,0,0,46.43927501,0,46.42398287,46.43927501,1226
69,225,1183,0,1,1,3,0,0,34.57970601,0,34.56102784,34.57970601,2796
54,18,6,1,1,2,2,0,0,68.31739689,0,68.30835118,68.31739689,1505
66,28,43,3,1,2,3,1,0,32.63878978,0,32.61955746,32.63878978,2540
53,13,34,0,0,1,3,0,0,53.0326816,0,53.01927195,53.0326816,2888
63,302,233,0,1,1,3,0,0,25.94548309,0,25.92433976,25.94548309,1994
52,0,0,0,1,1,3,0,0,22.62023691,0,22.59814418,22.62023691,2813
52,123,57,0,0,1,3,0,0,47.39546168,0,47.38044254,47.39546168,2752
36,13,37,4,0,2,3,1,0,54.91651206,0,54.90364026,54.91651206,1037
73,409,178,3,1,2,3,1,0,38.86113886,0,38.84368308,38.86113886,1090
43,0,0,2,0,1,2,0,1,70.90052804,0,70.89221984,70.90052804,2584
60,8,179,0,1,1,3,0,0,18.0533752,0,18.02997859,18.0533752,1539
47,22,17,0,0,1,2,0,0,45.83987441,0,45.82441113,45.83987441,2373
43,338,93,6,0,2,3,0,1,30.62651634,0,30.60670949,30.62651634,1657
77,12,517,0,1,1,3,0,0,37.69088055,0,37.67309065,37.69088055,1257
61,37,127,0,1,1,2,0,0,75.52447552,0,75.51748751,75.52447552,2769
73,205,70,4,1,3,3,1,0,21.10746396,1,21.08493933,21.10746396,2782
62,304,36,0,1,1,2,0,0,74.35421721,0,74.34689507,74.35421721,2348
61,1,3,1,1,1,3,1,0,49.52190666,0,49.50749465,49.52190666,1811
76,265,602,0,1,1,2,0,0,44.22720137,0,44.21127766,44.22720137,1985
42,314,112,0,0,1,3,0,0,49.65034965,0,49.6359743,49.65034965,1198
73,86,98,0,1,1,3,0,0,35.83559298,0,35.81727338,35.83559298,2228
45,385,126,0,0,2,2,0,0,48.18039104,0,48.165596,48.18039104,2777
72,121,112,1,1,1,3,1,0,36.97730841,0,36.95931478,36.97730841,1357
44,0,11,0,0,2,3,0,0,9.404880833,0,9.379014989,9.404880833,2909
62,215,863,4,1,2,3,1,0,44.65534466,0,44.63954318,44.65534466,1592
55,69,331,0,1,2,3,0,0,44.24147281,0,44.22555318,44.24147281,2167
52,235,757,1,0,1,2,0,1,55.78707007,0,55.77444682,55.78707007,1275
57,10,471,2,1,2,3,0,1,39.83159697,0,39.81441827,39.83159697,1603
68,304,276,0,1,2,2,0,0,39.26073926,0,39.24339757,39.26073926,1162
61,271,344,0,1,1,3,0,0,48.35164835,0,48.33690221,48.35164835,1441
83,0,0,0,1,3,3,0,0,25.18909662,0,25.16773733,25.18909662,1379
81,18,369,1,1,2,3,0,0,57.98487227,0,57.97287652,57.98487227,1295
68,98,398,0,1,2,3,0,0,49.15084915,0,49.13633119,49.15084915,1256
68,139,274,0,1,1,2,0,0,54.27429713,0,54.26124197,54.27429713,1055
65,20,28,0,1,1,3,0,0,58.68417297,0,58.67237687,58.68417297,2719
49,9,43,0,0,1,3,0,0,22.34907949,0,22.32690935,22.34907949,1737
46,45,12,0,0,1,2,0,0,46.68188954,0,46.66666667,46.68188954,2574
50,10,0,2,0,2,3,1,0,30.62651634,0,30.60670949,30.62651634,2274
44,509,83,9,0,3,3,0,1,30.35535893,0,30.33547466,30.35535893,2878
44,99,37,0,0,1,3,0,0,50.92050806,0,50.90649536,50.92050806,1481
71,224,509,0,1,1,2,0,0,33.26673327,0,33.24768023,33.26673327,2915
43,154,50,0,0,1,3,0,0,48.00913372,0,47.99428979,48.00913372,2145
65,0,406,0,1,2,3,0,0,28.52861424,0,28.50820842,28.52861424,1402
69,30,367,4,1,3,3,1,0,51.57699443,0,51.56316916,51.57699443,1462
48,68,25,0,0,1,2,0,0,55.10204082,0,55.08922198,55.10204082,1718
49,2,0,0,1,1,3,0,0,43.89895818,0,43.88294076,43.89895818,2417
69,20,209,0,1,1,3,0,0,52.433281,0,52.41970021,52.433281,2335
52,12,11,2,1,1,3,0,1,47.52390467,0,47.5089222,47.52390467,1521
44,536,127,0,0,1,3,0,0,55.2304838,0,55.21770164,55.2304838,1224
51,395,209,0,1,1,2,0,0,37.91922363,0,37.90149893,37.91922363,2066
27,185,76,0,0,2,3,0,0,58.81261596,0,58.80085653,58.81261596,2062
45,121,81,1,0,2,2,0,1,48.83687741,0,48.82226981,48.83687741,2519
46,207,45,3,0,1,2,0,1,27.67232767,0,27.65167737,27.67232767,2811
65,37,561,0,1,2,3,0,0,52.64735265,0,52.63383298,52.64735265,1779
63,192,244,5,1,1,3,0,0,60.5251891,0,60.51391863,60.5251891,1568
46,31,12,0,0,2,3,0,0,22.42043671,0,22.39828694,22.42043671,2720
66,0,701,2,1,2,3,1,0,24.68959612,0,24.66809422,24.68959612,2077
51,194,259,0,0,1,3,0,0,57.45682889,0,57.44468237,57.45682889,2647
41,545,545,1,0,1,3,0,1,49.93577851,0,49.92148465,49.93577851,1851
56,0,67,1,1,1,3,0,0,46.6676181,1,46.65239115,46.6676181,2136
60,4,8,4,1,2,3,0,0,55.5301841,0,55.51748751,55.5301841,2100
44,46,14,0,0,1,2,0,0,58.5271871,0,58.51534618,58.5271871,1440
47,517,25,0,0,1,3,0,0,37.21992293,0,37.20199857,37.21992293,1020
61,90,120,0,1,2,3,0,0,30.65505923,0,30.63526053,30.65505923,2420
73,11,211,10,1,2,3,1,0,44.38418724,0,44.36830835,44.38418724,1685
52,120,437,1,1,2,2,0,1,72.12787213,0,72.11991435,72.12787213,2086
61,28,376,0,1,2,3,0,0,46.72470387,0,46.70949322,46.72470387,2325
37,217,22,0,0,1,2,0,0,35.82132154,0,35.80299786,35.82132154,1454
46,377,138,0,0,2,3,0,0,39.30355359,0,39.28622413,39.30355359,1155
66,1000,883,0,1,1,2,0,0,40.73069787,0,40.71377587,40.73069787,1561
52,159,22,0,0,1,3,0,0,28.62851434,0,28.60813704,28.62851434,1902
59,983,208,0,1,1,2,0,0,36.14956472,0,36.13133476,36.14956472,1531
77,55,109,0,1,2,3,0,0,45.42600257,0,45.41042113,45.42600257,1223
69,0,0,4,1,2,3,0,0,37.50535179,0,37.48750892,37.50535179,2971
48,526,198,0,0,2,2,0,0,51.94805195,0,51.93433262,51.94805195,1073
44,89,121,10,0,2,2,0,1,30.25545883,0,30.23554604,30.25545883,1861
35,234,60,0,0,1,2,0,0,7.392607393,0,7.366167024,7.392607393,2897
60,0,0,0,1,2,3,0,0,21.53560725,0,21.51320485,21.53560725,1013
54,1,477,0,0,1,2,0,0,44.75524476,0,44.73947181,44.75524476,2749
43,121,77,0,0,1,3,0,0,37.67660911,0,37.65881513,37.67660911,1641
43,155,21,0,0,2,3,0,0,38.64706722,0,38.62955032,38.64706722,1433
57,128,119,0,1,1,2,0,0,36.17810761,0,36.1598858,36.17810761,1574
52,14,10,0,1,1,3,0,0,64.80662195,0,64.79657388,64.80662195,2928
50,63,239,2,0,2,3,0,0,65.47737976,0,65.4675232,65.47737976,1482
46,281,58,1,0,2,2,0,1,23.40516626,0,23.38329764,23.40516626,2956
46,420,122,0,0,2,3,0,0,54.24575425,0,54.23269094,54.24575425,1228
75,115,394,0,1,2,3,0,0,44.7695162,0,44.75374732,44.7695162,2304
47,144,76,0,0,1,2,0,0,44.89795918,0,44.88222698,44.89795918,2950
65,10,0,8,1,1,3,1,0,37.84786642,0,37.83012134,37.84786642,2025
62,1,324,0,1,1,3,0,0,37.17710861,0,37.15917202,37.17710861,1410
65,1116,3228,0,1,1,2,0,0,55.28756957,0,55.27480371,55.28756957,1070
46,61,99,0,0,2,3,0,0,50.02140716,0,50.00713776,50.02140716,2133
65,32,172,2,1,2,3,0,0,40.95904096,1,40.94218415,40.95904096,2407
77,409,300,0,1,2,3,0,0,48.67989154,0,48.66523911,48.67989154,1927
79,79,72,1,1,1,2,0,0,35.57870701,0,35.56031406,35.57870701,2070
63,82,83,0,1,1,3,0,0,47.39546168,0,47.38044254,47.39546168,2351
50,117,391,2,0,2,3,1,1,57.55672899,0,57.54461099,57.55672899,1052
48,5,339,1,0,1,2,0,1,59.36920223,0,59.35760171,59.36920223,2942
49,858,129,2,0,1,2,1,1,31.76823177,0,31.74875089,31.76823177,1930
48,0,4,0,1,1,3,0,0,51.86242329,0,51.84867951,51.86242329,1598
41,0,0,0,0,3,3,0,0,41.13029827,0,41.11349036,41.13029827,2341
37,0,0,0,0,2,3,0,0,38.41872413,0,38.40114204,38.41872413,2180
75,50,77,7,1,2,2,0,0,41.94377052,0,41.92719486,41.94377052,2125
34,84,373,0,0,2,2,0,0,25.17482517,0,25.15346181,25.17482517,1200
